"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","7/48","112/9370",0.0625,12.2005208333333,8.5566019682108,1.41895708003243e-06,9.7177060632524e-06,3.12306342973645e-06,"CASP3/MAPK3/JAK2/MAPK10/JAK1/MAPK14/ALOX5",7
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","10/48","300/9370",0.0333333333333333,6.50694444444444,6.95633307032112,2.16557475042622e-06,1.43947027528331e-05,4.62615039564735e-06,"IL1B/INSR/TGFBR1/CASP3/PRKCA/MAPK3/MAPK10/JUN/MAPK14/GRB2",10
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","7/48","120/9370",0.0583333333333333,11.3871527777778,8.21729663778945,2.259279357079e-06,1.4588489562853e-05,4.68842934250981e-06,"PIK3CA/MAPK3/MAPK10/JUN/MAPK14/GSK3B/GRB2",7
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","7/48","122/9370",0.0573770491803279,11.2004781420765,8.13746667867206,2.5244475935223e-06,1.51356670862088e-05,4.8642805260755e-06,"PIK3CA/MAPK3/MAPK10/JUN/MAPK14/GSK3B/GRB2",7
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","6/48","78/9370",0.0769230769230769,15.0160256410256,8.91928975877675,2.54493517378733e-06,1.51356670862088e-05,4.8642805260755e-06,"IL1B/CASP3/MAPK3/MAPK10/JUN/MAPK14",6
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","6/48","78/9370",0.0769230769230769,15.0160256410256,8.91928975877675,2.54493517378733e-06,1.51356670862088e-05,4.8642805260755e-06,"IL1B/MAPK3/JAK2/JAK1/JUN/MAPK14",6
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","9/48","253/9370",0.0355731225296443,6.94416996047431,6.87762022211718,4.41885129652442e-06,2.5606676743962e-05,8.22943966154346e-06,"IL1B/PIK3CA/MAPK3/SRC/MAPK10/JUN/MAPK14/GSK3B/GSK3A",9
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","6/48","90/9370",0.0666666666666667,13.0138888888889,8.21757291911339,5.89011879214238e-06,3.32791711756044e-05,1.06952157015217e-05,"PIK3CA/MAPK3/JAK2/JAK1/JUN/MAPK14",6
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","6/48","93/9370",0.0645161290322581,12.5940860215054,8.06281886178096,7.12815156097376e-06,3.92917622629285e-05,1.26275342158457e-05,"MAPK3/JAK2/MAPK10/JAK1/JUN/MAPK14",6
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","8/48","203/9370",0.0394088669950739,7.69293924466338,6.91773585242674,7.58149693584142e-06,3.99775550303558e-05,1.28479333819029e-05,"PIK3CA/PRKCA/MAPK3/SRC/MAPK10/JUN/GSK3B/GRB2",8
