"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","3/45","32/9564",0.09375,19.925,7.37269947925922,0.000438885194243113,0.00295025706084242,0.00152290597270206,"CASP3/MAPK10/MAPK8",3
"Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","4/45","77/9564",0.051948051948052,11.0406926406926,6.0820817968226,0.000450566296620002,0.00295025706084242,0.00152290597270206,"TGFBR1/MAPK10/JAK1/MAPK8",4
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","7/45","300/9564",0.0233333333333333,4.95911111111111,4.79034415523925,0.000453885701668065,0.00295025706084242,0.00152290597270206,"TGFBR1/KDR/CASP3/MET/MAPK10/MAPK14/MAPK8",7
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","4/45","78/9564",0.0512820512820513,10.8991452991453,6.03547022028394,0.000473299174216161,0.00298321903748368,0.00153992075821526,"CASP3/MAPK10/MAPK14/MAPK8",4
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","5/45","144/9564",0.0347222222222222,7.37962962962963,5.30345554021994,0.000543153205341952,0.00332281960915076,0.00171522064844827,"CASP3/MAPK10/MAPK14/GSK3B/MAPK8",5
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","6/45","224/9564",0.0267857142857143,5.69285714285714,4.88647381981034,0.000585759588799816,0.00348108555629605,0.00179691663331071,"TGFBR1/CREBBP/MAPK10/JAK1/MAPK8/TSPO",6
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","5/45","157/9564",0.0318471337579618,6.76857749469214,5.01072602131783,0.000804425840433408,0.00452836901034232,0.00233751841626982,"CASP3/MAPK10/MAPK14/GSK3B/MAPK8",5
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","6/45","238/9564",0.0252100840336134,5.35798319327731,4.68094992649199,0.000805527179724355,0.00452836901034232,0.00233751841626982,"MMP1/TYK2/MAPK10/JAK1/MAPK14/MAPK8",6
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","6/45","254/9564",0.0236220472440945,5.02047244094488,4.46505464893538,0.00112971650787423,0.0061837114115221,0.00319199678125128,"KDR/MET/P2RX7/GRM5/HRH2/BDKRB2",6
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","4/45","99/9564",0.0404040404040404,8.58720538720539,5.2173118975834,0.00116252170094459,0.00620011573837116,0.00320046460179078,"ESR2/MAPK10/MAPK14/MAPK8",4
