"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","3/41","23/9370",0.130434782608696,29.8091198303287,9.1701995848647,0.000129601321026729,0.002093559801201,0.00104940340912331,"NOS3/NOS2/NOS1",3
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","8/41","388/9370",0.0206185567010309,4.71209454362585,4.95073143425995,0.000230964669293636,0.00346447003940455,0.00173657646085441,"MAPK1/MAP2K1/NOS2/CASP3/NOS1/ADAM17/GAPDH/GSK3B",8
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","5/41","140/9370",0.0357142857142857,8.16202090592334,5.66004329218504,0.000337051976383821,0.00440023472279251,0.00220563143999625,"NOS3/MAPK1/MAP2K1/NOS2/NOS1",5
"Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","3/41","32/9370",0.09375,21.4253048780488,7.6725124779078,0.000353180315996106,0.00440023472279251,0.00220563143999625,"GLB1/GAA/AKR1B1",3
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","4/41","78/9370",0.0512820512820513,11.7198248905566,6.30233367821173,0.000356209477559394,0.00440023472279251,0.00220563143999625,"MAPK1/NOS2/CASP3/IRAK4",4
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","4/41","80/9370",0.05,11.4268292682927,6.208839024883,0.000392471549092906,0.00457883473941724,0.00229515525785325,"MAPK1/EGFR/MAP2K1/GSK3B",4
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","7/41","323/9370",0.021671826625387,4.95280525560674,4.79264637308057,0.000443712632229604,0.00490419225095878,0.0024582417298039,"MMP9/MAPK1/EGFR/MAP2K1/CASP3/DNMT3B/PIM1",7
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","4/41","86/9370",0.0465116279069767,10.6296086216676,5.94718293232631,0.000517087173966308,0.00542941532664624,0.00272151144192794,"MAPK1/EGFR/MAP2K1/GSK3B",4
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","5/41","156/9370",0.032051282051282,7.32489055659787,5.28095189642715,0.000554183667113911,0.00554183667113911,0.00277786299305219,"MAPK1/EGFR/MAP2K1/CASP3/GSK3B",5
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","5/41","163/9370",0.0306748466257669,7.01032470447404,5.13161028716512,0.000676774654031371,0.00646012169757218,0.00323815623938455,"MMP9/MAPK1/MAP2K1/CASP3/IRAK4",5
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","5/41","170/9370",0.0294117647058824,6.72166427546628,4.99084313377583,0.000818701867038773,0.00747510400339749,0.00374691929994862,"MAPK1/EGFR/MAP2K1/GSTP1/GSK3B",5
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","4/41","99/9370",0.0404040404040404,9.23380142892338,5.45978696270593,0.000879831645374798,0.00769852689702948,0.00385891072532806,"MMP9/MAPK1/EGFR/MAP2K1",4
